product_name	alternative_pricing	details	ratings	price_tag
CSS Scan 3.0	$8989usd1 License - I love myselfSave 26%$129129usd★ 2 Licenses - I love my CSS buddy tooSave 46%$189189usd5 Licenses - I love my teamSave 69%$289289usd10 Licenses ★★ - I'm the best bossSave 76%489usdAdd to cartChrome ExtensionIncludedFirefox Add-onIncludedSafari ExtensionIncluded. MacOS 10.12 or later requiredEdge Add-onIncludedLicense keyIncludedLanguagesEnglish, Bahasa Indonesia, Bahasa Melayu, Français, Nederlands, Tiếng Việt, Türkçe, español, hrvatski, italiano, lietuvių, polski, português (Brasil), română, svenska, Српски, български, русский, 日本語, 中文 (简体), 中文 (繁體), 한국어 فارسی‎, हिन्दी, தமிழ், తెలుగు, العربية	"⚡️ CSS Scan is the fastest and easiest way to check, copy, and edit CSS. Check the CSS of any element you hover over, instantly, and copy its entire rules with a single click.Try the free demo on the websitehttps://getcssscan.com🎁 Celebrate Red Cross Day ✝️🔥 26% OFF - Be quick because this deal ends on May 9th.✨ 1 License: from $̶1̶2̶0̶ to $89✨ 2 Licenses: from $̶2̶4̶0̶ to $129🌟  5 Licenses: from $̶6̶0̶0̶ to $189🌟 10 Licenses: from $̶1̶2̶0̶0̶ to $289✅ Life-time deal. Use it forever. One-time payment.🎁 Bonus: Buy CSS Scan now and you get 50% OFF on toast.log!🚀 With CSS Scan, you can:Inspect elements on the fly quick and easyDiscover how your favorite websites are styledCopy any element you wantCopy multiple elements with a single clickGet clean CSS code when inspecting, without wasting time scrolling through infinite CSS rules on the browsers' Dev Tools.Finish your work fasterCopy specific elements from frameworks, themes, or templates to use them without importing their huge and heavy CSS files.Export elements to Codepen to save them on the cloud (bookmark) and/or play with their codeFind out which fonts websites useEasily see if elements are correctly aligned with the Grid and Guidelines features.Make quick edits on elements and experimentsDiscover the dimensions in pixels of any element📦 What's inside:A CSS Scan lifetime license key that can be used in Chrome, Firefox, Safari, and EdgeChrome extensionFirefox add-onSafari extension (macOS 10.12 or later required)Edge (Microsoft) add-on50% OFF on toast.logAbout the license:🛠 Each license is limited to 3 simultaneous activations, which can be easily deactivated and activated again by yourself on mycssscan.com anytime.🍰 If you buy a package of licenses (2, 5, or 10), they share the same key but can simultaneously activate it 6, 15, or 30 times.🔑 License keys are for personal or private use. If shared publicly, they are going to be disabled.Featured in:CSS Tricks, Smashing Magazine, MacGeneration, Product Hunt, Designer News, t3n, and many more websites.💪 Join 14,000+ professional developers from 116 countries using CSS Scan every day.⭐️⭐️⭐️⭐️⭐️ 5-star app on Gumroad; Product of the Day, Product of the Week, and Product of the Month on Product Hunt😍 ""This was an easy buy"" - Brad Frost · Creator of Atomic DesignHi! It's me, Guilherme 👋I'm an independent developer, and working on CSS Scan, CSS Pro, toast.log, and Beach Nearby is something that I genuinely love.I work full-time on this, so you'll ALWAYS receive automatic updates. By buying this, you help me keep the extension on a high-quality standard for YOU, and support me in keep traveling around the world :)Our friendship will begin here if you KILL 🔪 this buy button right now 🙌📜 Changelog"	197	89
The Ultimate Guide to Web Design (Landing Page UI Kit + Free Bonuses)	Add to cart348 pages PDF  |  Landing Page UI Kit in Figma  |  Free Bonuses  |  Freelance DocumentsParts6Chapters33Pages346Updates✅ Supportin 24 hours	"Learn how to become an ultimate web designer - from running a freelance business to learning design theory and web design processes to mastering design handoff 📝The Ultimate Guide to Web Design is perfect for...✅ Web Designers — Learn new things about web design, practice with the Figma files, and take your skills to the next level✅ Freelance Designers — Simplify your workflow, get access to freelance documents like questionnaires, briefs, and design contracts✅ Web Developers — Learn the fundamentals of UI design, typography, color, and principles of visual perception. Don’t rely on your designers as much!✅ Every creative person — Wanting to master the craft of web design!What will you find inside? 📦This e-book is divided into 6 parts and 33 chapters, counting 340 pages. Here’s what’s included:🧳 Part 1: The Freelance GuideThe first part of this e-book will show you behind the scenes of running a freelance business. I go over my personal story, go in-depth about what I did to get my first clients and scale my business to $15k/mo+ months. I also share my sales scripts, contracts, and project documents!🧑‍💻 Part 2: The Design BasicsIn the second part, you’ll learn about the basics of web design, the principles of visual perception, and the foundations of visual design relative to websites. We’ll also cover the theory behind typography and colors.🕸 Part 3: Designing for the WebIn this part, we go over how I set up my Figma for website design. We’ll talk about responsive design, the box model, web design best practices, and CSS properties. I’ll also share the framework I use to design a high-converting landing page.🎨 Part 4: The Web Design ProcessIn part four, we’ll jump straight into my web design process. We’ll go over all of the UX and UI stages. And as the “cherry on top,” we’ll learn about the “perfect” landing page framework and the “box model” to show you how to design with development in mind.⚙️ Intro to no-codeAfter that, I’ll introduce you to no-code development tools like Elementor and Webflow.📝 Part 6: The Design HandoffAnd lastly, we’ll finish our ebook with a short guide and checklists to ensure you carry out a design and website handoff the correct way!But that’s not all yet! ⚡️Depending on your experience level, you’ll be able to trace, copy, or replicate the designs by following the best practices and referencing your Landing Page UI Kit when working with your Practice Files.What you will achieve by reading it? 📖The ""Ultimate Guide to Web Design"" eBook will help you:⭐️ Improve your web design skills in just a few weeksWith over 330 pages full of web design knowledge, and a fully explained design framework you can follow from A to Z, you’ll learn the exact process I took when designing and developing over 40 websites in 2021 alone!⭐️ Improve your workflow and increase your ratesWith a Landing Page UI kit designed specifically for this ebook and the Landing Page framework at your disposal, you’ll learn how to create conversion-optimized websites that clients happily pay $5-15k and upwards. Apart from learning the theory, you’ll also read about my personal story, where I share what platforms brought me the most leads and what documents I used to get my business to recurring $15k+ months.⭐️ Put an action plan in motion and get new clients!By following the web design framework, documents, and templates, you’ll be ready to start making websites from the get-go! At the end of this ebook, apart from the practice files, I give you an action plan I would follow myself if I started from 0 to get to where I am in the shortest amount of time possible.Amazing bonuses you’ll get 🎁✅ Design TemplatesDesign framework templates for the UX and UI stages✅ Landing Page UI Kit High-quality, desktop, and mobile-optimized frames✅ Freelance documentsQuestionnaires, briefs, contracts, email templates, sales script✅ Bonus chapter on no-code developmentAn intro to an upcoming video course!This e-book is perfect for you if you want to 🤔 ...Improve your web design skills and overall knowledge of designing with development in mind (box model, responsive design, etc.)Increase your rates and make a better livingLearn what a $10k+ website design process looks like and what goes on behind the scenes, from getting your first lead on a call, closing them, and sending out contracts, invoices, and briefsStreamline your web design processPractice your web design skills on a real-life website example!Disclaimer: This product is non-refundable because it is a digital product. If you want to see a FREE sample (40 pages) before you purchase it, please click on this link. Thanks!"	129	39
500+ AI Chatbot Prompt Templates	Name a fair price:$Add to cartAccessLifetimeUpdatesIncludedLicensePersonal	"Supercharge your productivity with 500+ Ai Chatbot Prompt Templates.Not your average prompt collection.500+ AI Chatbot Prompt Templates is a comprehensive collection of highly curated prompts that are tailored to many common and specific needs. With this product, you can easily access a wide range of prompts for ChatGPT and enhance your productivity.Are you tired of struggling to come up with unique prompts for ChatGPT?This product offers a solution to your problem by providing 500+ highly curated prompts that are tailored to your specific needs.Imagine being able to 10x your productivity with just a few clicks. My solution makes it possible for you to achieve this.Download it now and start experiencing the benefits of enhanced productivity.What's included?500+ highly curated promptsBusiness PromptsMarketing PromptsEducation PromptsFood PromptsHeatlh PromptsFun PromptsEasy access to promptsSimple and user-friendly interface... and a lot more!Just check it out for yourself...FAQsWhat is 500+ ChatGPT Prompt Templates?500+ ChatGPT Prompt Templates are a collection of highly curated prompts designed to help artificial intelligence geeks supercharge their productivity with ChatGPT. With a wide range of expertly crafted prompts at your fingertips, you'll be able to break through creative blocks and generate high-quality content in a flash. Don't wait – download now and start creating!What is Notion?Notion is the ultimate productivity app, offering an all-in-one workspace to organize work, projects, and ideas. It's highly versatile, with tools for databases, wikis, notes, and more.How to download the template?This is a Notion public website. Just bookmark it! :)Can I share this with anyone else?Yes! Just make sure you are sharing the link to the product description. Do you offer refunds?You are given a 30-day satisfaction guarantee as a result. Within 30 days of your purchase, you have the option to ask for a refund if you decide this product isn't the right fit for you.I can't afford it!Send me an email to ivelasquezfr@gmail.com if you're from a low-income nation, a student, or otherwise stuck in a financial situation.Can I be your affiliate?Yes, please! You can register here to become an affiliate.Do you offer Notion consultancy?Yes! I run a no-code agency based in Peru. We help companies automate and systemize their procedures with no-code and AI tools. Contact us at: planeta.notion@gmail.com Still, have questions?No worries! On any of my social media accounts, I'm always available for DMs and discussions. Please get in touch with me; I usually respond within a few hours.Twitter / LinkedIn / Instagram/ Reddit Or email to: ivelasquezfr@gmail.comPS: Use the ""NEWBUD"" discount for 10% off on this or any other product, and please don’t forget to leave a rating :) ⭐⭐⭐⭐⭐"	611	$0+
Dank Mono: The coding typeface for aesthetes	£2424gbpPersonal Licence£6060gbpCommercial LicenceAdditionally permits embedding of the font for business or commercial use. See EULA at dank.sh/eula224gbpAdd to cartMonospaced coding font with ligatures and italic style.StylesRegular, Italic, BoldFormats includedOTF, TTF, WOFF2Glyph count615Version1.000Size442 KB	A typeface designed for coding aesthetes with modern displays in mind. Delightful ligatures and an italic variant and bold style.The included character set includes latin uppercase and lowercase letters, all modifiers, and diacritics covering most European languages. Additionally it covers an exhaustive list of math symbols, the basic Greek glyphs, some terminal glyphs (e.g. unicode block symbols, shades, circles, arrows, and Powerline symbols)Ligatures for 26 different code character combinations are included.To date, the font is used by over 5,000 people, has been featured on ProductHunt, and has become well known in some communities since I started it as a hobbyist type design project in April 2018.Originally this font was sold directly on dank.sh, but as the font matured and stopped changing, the maintenance burden of a custom site became too high; Only major issues are expected to be fixed in the font if found.(Note: If you have purchased Dank Mono previously on dank.sh, please contact me personally at phil@dank.sh to retrieve an up-to-date version. E-mails are responded to in batches and I'll attempt to respond within 60 days.)	291	£24
Landscape Composition - An eBook on Composition in Landscape Photography	Add to cartSize39 MBLength115 pages	In my 113 pages eBook on composition in landscape photography I cover how I think and approach a scene. I share ten invaluable categories you need to know when you compose your photo. It is designed to be easy to understand and have loads of examples without being too heavy on the text side. In the final chapter, I bring it all together and analyze my own photos.- I put a lot of time and effort into my work and ask you not to share the eBook with other people. Each purchase is personal.Charges will happen in USD, using an up-to-date exchange rate. Customers may incur an additional foreign transaction fee according to their cardmember agreement.Be aware that VAT based on your country's standard rate will be applied to the price.	166	20
Anron Icons | Flexible Figma Icons	$5656usdProfessionalFor freelancers, indie developers or solopreneurs.$112112usdTeamFor medium teams, up to 6 library users.$224224usdEnterpriseFor large teams, an unlimited number of library users.356usdAdd to cartSave hundreds of hours and take your UI to the next level with this super flexible Figma-first library 🚀Version10.0Icons5,000+StylesLine, Gestalt, Duocolor, Duotone, Mono, FilledVariable live stroke😍Variable smooth corners🤩Organized Figma library🤌🏻Organized IconJar library🤌🏻Clean SVG library🤙🏻Future updatesFreeLast updateSep 16, 2022	❤️‍🔥 Massive update. Variants, new style, simplified icon structure, new categories, new icons, major website updates, and more. Check out the changelog for more details.Fully customizable icon pack for professional web and mobile interfaces. Easily change the stroke weight, corner radius, or path of any icon in seconds. Without Illustrator, right inside Figma.5,000+ icons / 6 styles organized with Variants. In addition to the original Figma file, you also get an organized IconJar library as well as a clean SVG library.Learn more from the website ->Try and see the full preview ->Features OverviewCreated in Figma from scratch and with love5,000+ icons / 6 flexible styles, 24px gridVariable stroke, elegant 1.5px by defaultVariable smooth cornersFast switching between icon styles using VariantsClean search results showing only Line icon styleFlat and consistent icon structure powered by Vector NetworksSaving color & stroke overrides when switching between iconsSaving icon style when switching via the Instance menuBulk switching between icon styles (try Variant Switcher)Bulk editing of stroke & corners (select with Similayer)Fast library loading, whole package weight as 1 track on SpotifyMost of the vector points in paths are set exactly on the gridDifferent scaling results with Move Tool (V) or Scale Tool (K)Flat SVG output with minimum number of layersWell-organized IconJar libraryFree lifetime updatesWebsite • FAQ • Changelog • License • Contact	105	56
The Complete Freelancing Bundle	Add to cart	"Everything You Need to Master Freelancing as a Web Developer or Web DesignerYou want to earn a side or full-time income with freelancing.This bundle helps you do that.Here's what you get:Freelancing & Beyond eBook (130+ pages)Web Design & Beyond eBook (100+ pages)80/20 Freelancing eBook (50+ pages)Exclusive Facebook Community (1,700+ others)Exclusive Slack Community (1,000+ others)Professional Legal Contract (This alone cost me 4 figures)CSS Spice Chrome Extension6x HTML + CSS Website Templates (Tailwind CSS)Portfolio Website TemplateSEO ChecklistConversion Centred GuideNew Website Creation ChecklistProspective Client QuestionnaireInvoicing TemplateClient Proposal TemplateLifetime UpdatesJoin 5,500+ others today.More info: https://studywebdevelopment.com/freelancing.html""One of the best resources for starting a freelancing business. This bundle is well worth it.""Brad Traversy""This is an awesome resource to get your freelancing business up and running.""Florin Pop""Got my first client 2 weeks after buying the bundle.""Lewis Clarke"	265	45
UI Design Principles [eBook]	$47.9047.90usdSolo licenseFor individual designers.$297.90297.90usdTeam licenseFor teams of any size.247.90usdAdd to cartPages500+Chapters27Free lifetime updates✅Lifetime customer support✅Money-back guarantee✅ (read the FAQ)	"Do you want to learn how to create beautiful and usable user interfaces?What you're about to learn will get you more clients, more followers, or even a better job.The ""UI Design Principles"" eBook will help you master UI Design faster than you thought is possible. It's over 500 pages full of in-depth explanations, tips, and tricks. It's the complete guide to UI Design.The eBook is frequently updated with new content (updates are included for free).Over 2,500 designers already got their copy. See if this is the right fit for you. 👇🏼Who is this eBook for?✅ UI Designers that want to level up and take their skills to the next level.✅ UX/UI and Product Designers who want to learn how to create beautiful UIs.✅ Developers who don't want to rely on a designer.✅ Freelancers that want to get more clients & make more money.Who is this eBook not for?❌ People who don't want to learn design and just want to make money without any effort.❌ People who're looking for a ""magic pill"" for success without putting the work in.What's inside? 📦The eBook is divided into 5 parts, making a total of 27 chapters (over 500 pages).Part 1 - IntroductionIn this part, I'll introduce myself and cover the basics of UI Design.Part 2 - The PrinciplesHere, I cover principles and areas of UI Design, such as typography, colors, buttons, and more. It's the main part. I will show you everything from selecting colors for your UIs, through creating a type scale all the way to using white space correctly.Part 3 - Core principles [NEW]This part was added in July 2021 - it includes in-depth explanations of ground rules of design. Chapters inside of this part will show you what makes a good design.Part 4 - Some other stuff [NEW]Another part from the newest update. It includes various topics, such as design systems, design handoffs, my personal UI Design process, and attracting & working with clients.Part 5 - The EndThis is where I say goodbye. No worries, though! The guide is frequently updated, so new content will be added regularly.3 fantastic bonuses to delight you 🎁BONUS #1 - The Ultimate List of Free Resources for UI DesignersI'm sure you know how tough it can be to find that perfect free typeface, illustration, or icon pack. This list includes links to over 45 websites with free resources. Thanks to it, you'll never have to look for free stuff ever again (that's right - it will also be updated)BONUS #2 - My favorite free fontsA personal, unique list of 10 of my favorite typefaces I use for most of my projects.BONUS #3 - Tools I use for UI DesignAnother personal list of all the software I use for creating my UIs.Testimonials 💫I can promise you that ""UI Design Principles"" will elevate your UI Designs, but don't take my word for it:The first eBook that I bought, you just changed my mind about designing and gave some REALLY GOOD tips.Good work.- Caio, ⭐️⭐️⭐️⭐️⭐️This book has helped me massively improving my designs. I have been doing Daily UIs since the start, and in the span of 10 days the designs looked way better.- Felipe, ⭐️⭐️⭐️⭐️⭐️This book is mind-blowing. Everything is explained in such a simple way that it makes fun to read. As someone who already watched videos and courses about UI design I must admit that not a single one could teach it this good. This is, hands down, a must-read for everyone who is passionate about UI Design.- Youn, ⭐️⭐️⭐️⭐️⭐️Freaking amazing dude! This book brings me so much value and I am thankful for that! Superb work and effort from your end which I really appreciate ❤️-Bojan, ⭐️⭐️⭐️⭐️⭐️The book was amazing. It really helped a lot. It was simple and effective. Thank you for writing it!! -Vidisha, ⭐️⭐️⭐️⭐️⭐️It’s the best book for beginners, I'm only starting my UI/UX way, but this information was very helpful.-Sergey, ⭐️⭐️⭐️⭐️⭐️Frequently Asked Questions 💬What is ""UI Design Principles"" again?It's a complete guide to UI Design, condensed to over 500 pages. It's everything you need to know to create clean, beautiful, and usable interfaces.How is it different from other guides?This eBook is entirely bullshit-free. It includes only accurate, relevant information - no fluff or filler pages. This guide also contains a few unique processes you won't find anywhere else.I'm a complete beginner. Will this be helpful?Yes! This guide is written in a way that is easy to understand, even for complete beginners.I already have a few years of experience. Will this be helpful?While some things might already be obvious to you, you'll learn many new things.Can I find all this information for free?No. While I didn't invent the majority of this knowledge, it's curated & presented in a way that will make it incredibly easy for you to understand. I know - there are many free Instagram posts, YouTube videos, or articles, but this guide has everything in one place.Will this help me make more money?Absolutely. Apart from the fact that you'll become a better designer (which will let you charge more), I also included a chapter about attracting clients with your UIs.Can I get a discount or get this for free?You can't get it for free. I didn't spend countless hours writing this guide just to give it away for free. With that mentality, you'll never be successful. Discounts are available from time to time - I always announce them on my Instagram page.Can I get a refund if I don't like it?Yes, but only if you can prove that you tried implementing the tips from the eBook (no worries though, no one asked me for a refund yet!)That being said, if you don't see results - I will give you a full refund. This makes your purchase completely risk-free. You either get results or your money back.Click the I WANT THIS button and start learning today!"	157	47.9
iOS Icons	Add to cart16,121 salesIncludes previews, instructions, and wallpapers.Quantity140 IconsFile TypePNGSize1024x1024Colorways4	A beautiful icon set made exclusively for iOS.140 app icons, 4 aesthetic colorways.I can no longer provide individual support or refunds.	502	28
Texture Brushes for Procreate by BeeJayDeL	Add to cart15 Texture Brushes + 1 Texture Grain Inking BrushSize37.4 MB	"As seen on my YouTube channel, ""Let's Draw With BeeJayDeL!""Designed from the ground up to take advantage of Procreate 5's powerful brush engine, this texture pack is perfect for adding shadows, highlights, and details to your artwork! Featuring 15 seamless/high res texture brushes and 1 texture grain inking brush.16 Brushes For Procreate Are Included:AsphaltCardboardCorkDenimFeathered CrosshatchFlamesLeatherPaperPlantRust GrungeSandScalesSoft FabricSpecksSpotsTexture Grain Inking Brush*Only works with Procreate app/designed for use w/ Apple Pencil *Due to the digital nature of the product, I do not accept returns, exchanges, or cancellations. Please contact me if you have any problems with your order, and I will be happy to help!"	119	7
v1.9.1: Discord Server Making Assets Pack: Emojis, Templates, Role Icons & More!	$00usd🧩 BasicJust the essentials, including an emoji starter pack$2020usd💎 SuperGet your hands on everything in the pack, including role icons, premade headers, all emoji variants, animated emoji, all templates, and more20usdQuantityAdd to cart4,865 salesMake your dream server possible with Server Making Assets Pack! Are you ready to reach your server's potential?📦 File Size (Basic Edition)218mb (316mb when extracted)📦 File Size (Super Edition)452mb (679mb when extracted)📁 File typesZIP (download), PNG, PDF, PSD, TXT (Super edition), GIF (Super edition)🎁 File count: BASIC970🎁 File count: SUPER3323🌿 Latest Version (NEW)v1.9.1 (April 28, 2023)	Server makers often have to put in a lot of work into making their server the best it can be — creating even a decent server icon can be a hassle; headers require lots of practice to make; even finding the right fonts, colors, or words for naming roles (that's right) can be a challenge.As someone who has developed a server for their YouTube audience for over almost 6 years, I can tell you that I am still learning and improving day by day. It has taken me a while to crack role icons, for example, but with this product I can finally say I have them nailed (IMO!).This product originally started as an idea for a YouTube video, where I was going to tailor it to beginners, but I have since taken it to heights I never even imagined. I have worked very hard with the intention of helping everyone out — whether you're just starting out and want help with the basics, or maybe you just want the best server-making assets in one place, I have got you covered! From those beginning their server-making journey, to the most experienced who crave the perfect server, I am here to help you. To be honest, I feel like many of the assets included are better than I have made for my server before. This collection of assets has been designed for passionate server makers who are looking to visually enhance their server. All assets in this resource, including emojis and role icons, have been personally designed from scratch with pixel-perfect care. I have been working hard to make these designs as attractive as possible, and everything has been made from scratch!Note to my YouTube audience & server members: If you have visited my server in the past year, you may have seen a #resources channel. This is that, but taken to a whole new level!NEW Update 1.9 released April 17, 2023*Update 1.9.1 released on April 28, fixes an issue where certain emojis and role icons were too big to upload. Apologies for the issue!Existing buyers are compensated with additional updates for free. Redownloading the pack is required in order to recieve updates.See what's newLet's see what the Server Making Assets Pack will provide you with:Beautify your information channels and express yourself with over 2000 emoji:Something as simple as an emoji can completely transform the look of your server and make it stand out from the rest!No more walls of text — create beautiful lists with bullet points and subentries* (↳) in tons of shapes and colors;Separate multiple sections of text or different topics with message dividers;Express yourself with response emojis — from check marks to stars — or grab attention with signs such as 'NEW' or 'ALERT';Say goodbye to static channels! Make your embeds dynamic and your reactions pop with animated emoji** — consisting of dividers, bullet points, and response emojis!*Subentries are lines or brackets that expand upon bullet points, supplying the reader with further details.Get the most out of your boosts with covers and over 140*** role icons**:Spice up your roles and make your members feel special with tons of role icons for your staff, VIPs, boosters, bots, or even your muted members;Branding is everything. Give your server a unique look and theme with covers (invite backgrounds / server banners)Branding is everything — save time and effort with templates and hundreds of premade assets:You don't need a graphic design degree to make something breathtaking. At least not anymore, thanks to Server Making Assets Pack! Templates included are designed to give you the chance to make something unique to your server without the years of experience. Or, save time with premade assets!Every good server needs a logo, and not something made in Paint. Choose from various unique logo templates or pick your favorite color from almost a thousand high quality premade icons;Present your channels in an organized, eye-catching way with headers — separate messages or embeds and divide an information channel up into sections.Spice up your channels with invisible spaces in the form of Characters:With the use of special characters, we can space text and emojis apart in text channel names.When using emojis in text channels, it is generally advised to space them apart from the text. This way you avoid squashed looking channels where the wording is not spaced from the emoji. You may also wish to space multiple words apart without relying on the default hypens (the lines that appear when you try to put normal spaces).The special characters provided allow you to do both these things thanks to the invisible whitespace around them, giving the illusion of spaces.The best designs require the right colors:To make your roles and artwork stand out, you need to use the right colors.There are many colors and gradients that you can choose from in this pack. Role dividers require an exact color code to appear invisible, along with other UI elements such as user profile banners. These, however, vary between devices, making it hard to find the right color.Choose the best colors for your roles and server artwork;Select beautiful gradients, whether you prefer a vibrant, pastel, or dark look for your logos and designs;Use included UI colors to create 'invisible' role dividers, embeds without color strips, or to make your user banner invisible. Whether you use dark mode or light mode, desktop or iOS, all the colors are ready for you!Never run out of ideas for a role or server name again:It can become a headache trying to come up with cool names for your roles or server, or even the channels inside. With the Thesaurus**, you can pick from an endless collection of a thousand words, including some you may have never even thought of! If you're feeling exotic, there are various foreign/translated words to choose from as well. Sometimes you just need to spice things up.Catch eyes with the best fonts for your designs:Finding the right font for your server’s logo, headers, or covers, can be a difficult task. There is practically an infinite amount of fonts on the internet, and narrowing down to the best is not easy. Save the hassle and explore a packed list of incredible, bold, and stylish fonts, that I have used over the past several years.**Exclusive to the paid edition***58 plus visual variationsChoose your Server Making Assets PackThe Server Making Assets Pack consists of two editions:The free edition, titled 'Basic', includes the essential assets, such as some emojis, editable templates, Characters, and premade icons.The paid edition, titled 'Super', also includes assets for those who want to make their server the best it can be, such as a multitude of role icons, the thesaurus, and bullet points + sub-entries available in multiple shapes and colors.Please refer to the Basic vs Super edition comparison image to see exactly how both editions compare:Compare Basic & SuperThe Server Making Assets Pack includes, in detail:Editable header template (4)+ Premade headers ** (44)Editable server banner / invite background templates** (8)Editable server icon templates*** (8)+ Premade server icons (780*)Custom made emojis (2087* 1070) ***Role icons (265* 123 (58 unique)) ** for leveling roles, VIPs, boosters, punished users, bots (includes various bot types), members, staff, ownersColors (51)Gradients (29)UI colors (11) (includes dark mode, light mode, and iOS)Font recommendations (30* 22)Word thesaurus (1000) **Tip: Server Making Assets Pack also includes guides so you know exactly how to use bullet points and sub-entries, for example.*Expanded upon in the latest update**This resource is exclusive to Super***Some assets are exclusive to SuperPlease refer to the Basic vs Super edition comparison image for an extended breakdown:Compare Basic & SuperBefore you download or purchase Server Making Assets Pack, please read the terms and conditions:Learn about free product updates, how you may use this product, and more.Terms and Conditions	106	0
UI/UX Design Learning Roadmap	Name a fair price:$Add to cart24,657 downloadsHope you find value in this :)PlatformNotionLicensePersonal LicenseAccessLifetimeUpdatesIncluded	"UI/UX Design Learning RoadmapHow to use:After purchase, you will receive an email to view the product's content. If you're logged into Gumroad, you can find the contents in your Gumroad Library (https://app.gumroad.com/library).(Optional) If you don't have a Notion account, sign up here.Click on the Notion template link in the product. (Make sure you are logged into Notion)Open the template link, click ""Duplicate"" on the top right corner.Done! You should be able to make edits to the Notion page. Happy learning!For personal use onlyYou may use this for personal use only. You may modify the templates according to your requirements. This product may not be used in any way whatsoever in which you charge money, collect fees, or receive any form of remuneration. You cannot resell, relicense, or sub-license this product.Enquiries/FeedbackIf you have any feedback or questions, reach me at rachel@rachelhow.comThank you! :)Designed by Rachel How. You may also follow me on YouTube, Twitter, Instagram or check out more resources on my website. 👋 If you read newsletters, you can check mine out here."	340	$0+
HUMANE Typeface	$9+9usdSupport DesignerPlease show some love and support Designer$0+0usdFree VersionGet it for free, or pay what you want.$99+99usdMake My DayYou are an ABSOLUTE Art Lover!!!30usdName a fair price:$Add to cartSize1.05 MB	HUMANE typeface is dedicated to all human beings. Life is not fair to anyone, and everyone is facing their situation. Still, there is love and compassion. So Hang on and enjoy whatever you've got.	271	$9+
Open Peeps	$0+0usdMulticolor$0+0usdMonochromatic20usdName a fair price:$Add to cartSource library for Sketch, Figma, Studio, and XD. Flat SVG and PNG assets, and any upcoming updates.LicenseCC0Current VersionVersion 1.0	Open Peeps is a hand-drawn illustration library to create scenes of people. You can use them in product illustration, marketing, comics, product states, user flows, personas, storyboarding, or whatever you want! ALERT: For some reason, Gumroad's Download as ZIP function doesn't work. But you can still download each individual file. Other FilesAdobe XD VersionFlat Assets (templates and separate components)NEW!👩🏽‍⚕️Nurses and Doctors 😷Face Masks variable🎨Now there's a version with color! You can change the colors of clothes, skin, hair at a global level 💇🏽‍♀️Dreads hairstyles.Mix-And-Match😊Face expressions👗Clothing💇🏽‍♀️Hairdos☝🏽Standing poses🐒Sitting poses👓Accessories🧔🏽Facial Hair.🎨Color of ink and background to fit your brand.How ToCreating a character is easy! Use any product design tool like Sketch, Figma, XD, or Studio to mix nested components. There are over 584,688 possible combinations (yup, someone did the math!)Coming Soon🏗A web builder!!!🦵🏽More body types. 👵🏼Senior Expressions.🐕Pets and assistance dogs!🧍🏽‍♂️More customizable standing and seating positions.🦻Hearing aids, more prosthetics, single-arm, other wheelchair variations.Check out the Notion Board about this project. You can see everything that is upcoming, what's in progress, and what I completed. You can even leave comments! It's Free!The library is under license CC0. This means it's Free for Commercial and Personal Use: no need to credit, license, or anything.To get it for free, just put $0 in the price. If you're feeling generous, you can also add some funds to keep this project going!	8179	$0+
